isbn,bookid,bookname,author,publish,releaseDate
978-7-01-018117-2,B_01018117_001,生态学马克思主义与后发国家生态文明理论研究,王雨辰　著,人民出版社,1504195200000
978-7-01-018137-0,B_01018137_001,列宁全集（第一卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018138-7,B_01018138_001,列宁全集（第二卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018139-4,B_01018139_001,列宁全集（第三卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018140-0,B_01018140_001,列宁全集（第四卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018141-7,B_01018141_001,列宁全集（第五卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018142-4,B_01018142_001,列宁全集（第六卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018143-1,B_01018143_001,列宁全集（第七卷）,（苏）列宁　著,人民出版社,1385827200000
978-7-01-018144-8,B_01018144_001,列宁全集（第八卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018145-5,B_01018145_001,列宁全集（第九卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018146-2,B_01018146_001,列宁全集（第十卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018147-9,B_01018147_001,列宁全集（第十一卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018148-6,B_01018148_001,列宁全集（第十二卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018149-3,B_01018149_001,列宁全集（第十三卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018150-9,B_01018150_001,列宁全集（第十四卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018151-6,B_01018151_001,列宁全集（第十五卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018152-3,B_01018152_001,列宁全集（第十六卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018153-0,B_01018153_001,列宁全集（第十七卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018154-7,B_01018154_001,列宁全集（第十八卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018155-4,B_01018155_001,列宁全集（第十九卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018156-1,B_01018156_001,列宁全集（第二十卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018157-8,B_01018157_001,列宁全集（第二十一卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018158-5,B_01018158_001,列宁全集（第二十二卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018159-2,B_01018159_001,列宁全集（第二十三卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018160-8,B_01018160_001,列宁全集（第二十四卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018161-5,B_01018161_001,列宁全集（第二十五卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018162-2,B_01018162_001,列宁全集（第二十六卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018163-9,B_01018163_001,列宁全集（第二十七卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018164-6,B_01018164_001,列宁全集（第二十八卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018165-3,B_01018165_001,列宁全集（第二十九卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018166-0,B_01018166_001,列宁全集（第三十卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018167-7,B_01018167_001,列宁全集（第三十一卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018168-4,B_01018168_001,列宁全集（第三十二卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018169-1,B_01018169_001,列宁全集（第三十三卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018170-7,B_01018170_001,列宁全集（第三十四卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018171-4,B_01018171_001,列宁全集（第三十五卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018172-1,B_01018172_001,列宁全集（第三十六卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018173-8,B_01018173_001,列宁全集（第三十七卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018174-5,B_01018174_001,列宁全集（第三十八卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018175-2,B_01018175_001,列宁全集（第三十九卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018176-9,B_01018176_001,列宁全集（第四十卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018177-6,B_01018177_001,列宁全集（第四十一卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018178-3,B_01018178_001,列宁全集（第四十二卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018179-0,B_01018179_001,列宁全集（第四十三卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018180-6,B_01018180_001,列宁全集（第四十四卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018181-3,B_01018181_001,列宁全集（第四十五卷）,[苏]列宁　著　中共中央马克思恩格斯列宁斯大林著作编译局　编译,人民出版社,1488297600000
978-7-01-018182-0,B_01018182_001,列宁全集（第四十六卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018183-7,B_01018183_001,列宁全集（第四十七卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018184-4,B_01018184_001,列宁全集（第四十八卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018185-1,B_01018185_001,列宁全集（第四十九卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018186-8,B_01018186_001,列宁全集（第五十卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018187-5,B_01018187_001,列宁全集（第五十一卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018188-2,B_01018188_001,列宁全集（第五十二卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018189-9,B_01018189_001,列宁全集（第五十三卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018190-5,B_01018190_001,列宁全集（第五十四卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018191-2,B_01018191_001,列宁全集（第五十五卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018192-9,B_01018192_001,列宁全集（第五十六卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018193-6,B_01018193_001,列宁全集（第五十七卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018194-3,B_01018194_001,列宁全集（第五十八卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018195-0,B_01018195_001,列宁全集（第五十九卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018196-7,B_01018196_001,列宁全集（第六十卷）,（苏）列宁　著,人民出版社,1488297600000
978-7-01-018228-5,B_01018228_001,重建马克思经济哲学传统,宫敬才　著,人民出版社,1522512000000
978-7-01-018234-6,B_01018234_001,利益多元化对马克思主义大众化的影响及对策研究,汪勇　著,人民出版社,1509465600000
978-7-01-018270-4,B_01018270_001,“实践导向”及其双重意义：1935—1942年的马克思主义中国化,吴文珑　著,人民出版社,1514736000000
978-7-01-018310-7,B_01018310_001,革命与发展中的人权探索：列宁的人权思想及其实践研究,黄寿松　著,人民出版社,1509465600000
978-7-01-018312-1,B_01018312_001,西方马克思主义现代性批判理论研究论集,韩秋红　主编,人民出版社,1512057600000
978-7-01-018338-1,B_01018338_001,马克思主义中国化与民族精神的重塑研究,尹正业　李春林　高利民　等著,人民出版社,1519833600000
978-7-01-018410-4,B_01018410_001,抗日战争时期马克思主义中国化研究,陈剑敏　著,人民出版社,1512057600000
978-7-01-018418-0,B_01018418_001,马克思主义与形式主义关系史,杨建刚　著,人民出版社,1509465600000
978-7-01-018460-9,B_01018460_001,马克思主义阶级与性别理论,梁小燕　著,人民出版社,1506787200000
978-7-01-018576-7,B_01018576_001,比较视野下对当代中国马克思主义政治经济学研究的新探索,何爱平　宋宇　张志敏　著,人民出版社,1519833600000
978-7-01-018600-9,B_01018600_001,当代国外马克思主义评论（15）,复旦大学当代国外马克思主义研究中心　编,人民出版社,1512057600000
978-7-01-018602-3,B_01018602_001,国外马克思主义研究报告2017,复旦大学当代国外马克思主义研究中心　复旦大学国外马克思主义与国外思潮研究国家创新基地　复旦大学哲学学院　编,人民出版社,1519833600000
978-7-01-018604-7,B_01018604_001,列宁文化自觉思想研究,陈兆芬　著,人民出版社,1506787200000
978-7-01-018720-4,B_01018720_001,马克思意识形态概念理解史,张秀琴　著,人民出版社,1519833600000
978-7-01-018806-5,B_01018806_001,进步观,高岸起　著,人民出版社,1514736000000
978-7-01-018807-2,B_01018807_001,国外马克思主义研究报告2015—2016,复旦大学当代国外马克思主义研究中心　复旦大学国外马克思主义与国外思潮研究国家创新基地　复旦大学哲学学院　编,人民出版社,1512057600000
978-7-01-018843-0,B_01018843_001,当代中国马克思主义为什么是对的,陈培永　著,人民出版社,1522512000000
978-7-01-018852-2,B_01018852_001,回到《资本论》：21世纪的“政治经济学批判”,白刚　著,人民出版社,1519833600000
978-7-01-018865-2,B_01018865_001,国外马克思主义政治经济学人物谱系,张开　主编,人民出版社,1525104000000
978-7-01-018876-8,B_01018876_001,家庭、私有制和国家的起源,恩格斯　著,人民出版社,1519833600000
978-7-01-018906-2,B_01018906_001,资本论（纪念版）第一卷,马克思　著,人民出版社,1519833600000
978-7-01-018969-7,B_01018969_001,马克思主义简明读本,杨河　主编,人民出版社,1525104000000
978-7-01-018971-0,B_01018971_001,共产党宣言,马克思　恩格斯　著,人民出版社,1519833600000
978-7-01-018972-7,B_01018972_001,反杜林论,恩格斯　著,人民出版社,1519833600000
978-7-01-018973-4,B_01018973_001,德意志意识形态（节选本）,马克思　恩格斯　著,人民出版社,1519833600000
978-7-01-018981-9,B_01018981_001,1844年经济学哲学手稿,马克思　著,人民出版社,1519833600000
978-7-01-018982-6,B_01018982_001,法兰西内战,马克思　著,人民出版社,1519833600000
978-7-01-018983-3,B_01018983_001,路易·波拿巴的雾月十八日,马克思　著,人民出版社,1519833600000
978-7-01-018984-0,B_01018984_001,哥达纲领批判,马克思　著,人民出版社,1519833600000
978-7-01-018985-7,B_01018985_001,资本论（节选本）,马克思　著,人民出版社,1519833600000
978-7-01-018986-4,B_01018986_001,自然辩证法,恩格斯　著,人民出版社,1519833600000
978-7-01-018987-1,B_01018987_001,社会主义从空想到科学的发展,恩格斯　著,人民出版社,1519833600000
978-7-01-018988-8,B_01018988_001,资本论（纪念版）第二卷,马克思　著,人民出版社,1519833600000
978-7-01-018989-5,B_01018989_001,资本论（纪念版）第三卷,马克思　著,人民出版社,1519833600000
978-7-01-018993-2,B_01018993_001,雇佣劳动与资本,马克思　著,人民出版社,1519833600000
978-7-01-018994-9,B_01018994_001,1848年至1850年的法兰西阶级斗争,马克思　著,人民出版社,1519833600000
978-7-01-018997-0,B_01018997_001,马克思恩格斯论中国,马克思　恩格斯　著,人民出版社,1519833600000
978-7-01-018998-7,B_01018998_001,路德维希·费尔巴哈和德国古典哲学的终结,恩格斯　著,人民出版社,1519833600000
978-7-01-019030-3,B_01019030_001,马克思恩格斯法制思想及其当代价值,龙钰　著,人民出版社,1525104000000
978-7-01-019069-3,B_01019069_001,共产党宣言：纪念版,马克思　恩格斯　著,人民出版社,1519833600000
978-7-01-019089-1,B_01019089_001,马克思主义信仰十讲,陈先达　著,人民出版社,1522512000000
978-7-01-019144-7,B_01019144_001,马克思主义发展史（第一卷）——马克思主义的创立（1840—1848）,郝立新　主编,人民出版社,1525104000000
978-7-01-019282-6,B_01019282_001,马克思主义发展史（第二卷）——马克思主义体系的形成及发展（1848—1875）,张雷声　主编,人民出版社,1525104000000
978-7-01-019283-3,B_01019283_001,马克思主义发展史（第三卷）——马克思主义在论战和研究中日益深化（1875—1895）,张云飞　主编,人民出版社,1525104000000
978-7-01-019295-6,B_01019295_001,十五部马恩经典著作导读,中共中央党校哲学教研部　组织编写　阮青　等著,人民出版社,1525104000000
978-7-01-019298-7,B_01019298_001,卡尔·马克思：纪念版,韩毓海　著,人民出版社,1522512000000
978-7-01-019320-5,B_01019320_001,重读《资本论》,程恩富　刘新刚　著,人民出版社,1525104000000
978-7-01-019373-1,B_01019373_001,不朽的马克思：视频书,中央党史和文献研究院　中央广播电视总台　主编,人民出版社,1527782400000
978-7-01-019769-2,B_01019769_001,青年马克思是怎样炼成的？,夏莹　著,人民出版社,1538323200000
978-7-01-020217-4,B_01020217_001,马克思恩格斯全集（第二十八卷）,中共中央马克思恩格斯列宁斯大林著作编译局　编译,人民出版社,1543593600000
7-107-10231-1,B_10710231_002,列宁教育文集（下卷）,华东师范大学《列宁教育文集》编辑组　编,人民教育出版社,528480000000
,B_1900_000056,榨取剩余价值的几种方法,,新华书店东北总分店,-2209017600000
,B_1900_000064,资本主义的工资制度,,新华书店东北总分店,-2209017600000
,B_1900_000256,俄国沙皇政府的对外政策,恩格斯,,-2209017600000
,B_1900_000257,给赫尔逊·特利尔的一封信,恩格斯,,-2209017600000
,B_1900_000258,马克思在海牙代表大会闭会后阿姆斯特丹群众大会上的演说,,,-2209017600000
,B_1900_000267,列宁回忆录,列宁夫人　著,上海正午书局,-2209017600000
,B_1900_000269,唯物史观大纲,,,-2209017600000
,B_1900_000270,辩证法唯物论与唯物史观,吴理屏　编,上海心弦书社,-1238745600000
,B_1900_000272,资本制度浅说,山川均　著,,-2209017600000
,B_1900_000273,列宁全集（第十四卷附册）,,人民出版社,-2209017600000
,B_1900_000274,社会科学讲义（第一集）,社会科学会　编,上海书店,-2209017600000
,B_1900_000275,马列主义研究提纲,社会科学研究会　编,华北新华书店,-915177600000
,B_1900_000277,共产主义的ABC,布哈林　著,,-2209017600000
,B_1900_000279,恩格斯马克思合传,李阿萨诺夫　原著,上海江南书店,-1293868800000
,B_1900_000282,剩余价值理论（《资本论》第四卷）（第二册）（上）,马克思,人民出版社,-2209017600000
,B_1900_000283,《反杜林论》纲要和简释（讨论稿）（上册）,山东大学《反杜林论》纲要和简释编写组,,-2209017600000
,B_1900_000309,马克思　恩格斯　列宁　斯大林论监督与监察,彭勃　李辉　刘瑞复　主编,红旗出版社,670435200000
,B_1905_000001,论民族问题,斯大林　著,,-2043475200000
,B_1920_000001,社会问题总览,高畠素之　著,中华书局,-1577952000000
,B_1920_000002,马克思经济学说,,,-1577952000000
,B_1920_000003,共产党宣言,马格斯 安格尔斯　合著,社会主义研究社,-1556870400000
,B_1920_000004,共党产宣言,马格斯 安格尔斯　合著,社会主义研究社,-1559548800000
,B_1920_000005,马克思经济学说（第一编　商品　货币　资本）,[德]柯祖基　著,商务印书馆,-1556870400000
,B_1920_000006,马克思经济学说（第二编　剩余价值）,[德]柯祖基　著,商务印书馆,-1556870400000
,B_1920_000007,马克思经济学说（第三编　工钱与资本所得）,[德]柯祖基　著,商务印书馆,-1556870400000
,B_1921_000001,民国日报副刊《觉悟》,陈望道　等编,民国日报社,-1525334400000
,B_1922_000001,俄国共产党党纲,俄国共产党　著,广州人民出版社,-1514793600000
,B_1922_000002,马克思主义和达尔文主义,[英]班纳科支　著,商务印书馆,-1514793600000
,B_1922_000003,独秀文存（卷三 通信）,陈独秀　著,亚东图书馆,-1488528000000
,B_1922_000005,新俄国游记,瞿秋白　著,商务印书馆,-1493798400000
,B_1922_000006,价值价格及利润,马克思　著,商务印书馆,-1491206400000
,B_1923_000001,马克思主义与唯物史观,范寿康　施存统　化鲁　译述,,-1483257600000
,B_1923_000003,社会主义浅说,梅生　著,,-1459670400000
,B_1924_000001,列宁经济学,杜夫莱斯基　著,社会调查所,-1435996800000
,B_1924_000002,新俄国游记,瞿秋白　著,商务印书馆,-1441267200000
,B_1925_000001,帝国主义浅说（一册）,列宁　著,,-1417420800000
,B_1925_000003,马克思主义浅说,中国青年社　编,上海书店,-1388563200000
,B_1925_000004,将来之妇女,M.S.Lilienthal　著,上海书店,-1420099200000
,B_1925_000006,唯物史观浅释,刘宜之　著,国光书店,-1415001600000
,B_1926_000001,第三国际议案及宣言,,人民出版社,-1364976000000
,B_1926_000002,通俗资本论,马克思  原著,亚东图书馆,-1375516800000
,B_1927_000001,唯物史观解说,[荷兰]郭泰　著,上海中华书局,-1357027200000
,B_1927_000002,左派幼稚病,列宁　著,中国出版社,-1357027200000
,B_1927_000004,独秀文存（一）,陈独秀　著,,-1357027200000
,B_1927_000006,马克斯主义与社会史观,威廉　著,民智书局,-1343980800000
,B_1927_000007,社会进化简史,,上海长江书店,-1357027200000
,B_1927_000008,陈独秀先生讲演录,新青年社　编,汉口长江书店,-1354348800000
,B_1927_000009,工资价格及利润,马克思　著,,-1349251200000
,B_1927_000011,资本主义的解剖,崔物齐　译述,光华书局,-1354348800000
,B_1928_000001,农民问题,恩格斯　著,上海远东图书公司,-1315036800000
,B_1928_000002,马克思主义经济学,河上肇　著,启智书局,-1299139200000
,B_1928_000003,劳动经济论,[日]北泽新次郎　著,上海泰东图书局,-1317628800000
,B_1928_000007,马克思与列宁之农业政策,刘宝书　编译,上海太平洋书店,-1320307200000
,B_1928_000009,帝国主义的真面目,李士刚　编,上海大东书局,-1296547200000
,B_1929_000001,费尔巴哈论,恩格斯　著,上海南强书局,-1265011200000
,B_1929_000002,国家与革命,N.Lenin　著,上海中外研究学会,-1293868800000
,B_1929_000004,世界之现状,杨东蓴　编,昆仑书店,-1286092800000
,B_1929_000005,中国社会史研究,熊得山　著,昆仑书店,-1286092800000
,B_1929_000006,中国资本主义之发展,朱新繁　著,上海联合书店,-1293868800000
,B_1929_000008,欧美无产政党研究,,新生命书局,-1280822400000
,B_1929_000010,马克思民族社会及国家观念,,上海泰东图书局,-1288771200000
,B_1929_000015,马克思经济学说的发展,[日]河西太一郎　猪俣津南雄　向坂逸郞　著,新生命书局,-1267603200000
,B_1929_000017,社会主义社会学,唐仁　编译,上海平凡书局,-1265011200000
,B_1929_000018,社会主义与进化论,堺利彦　译述,昆仑书店,-1267603200000
,B_1929_000019,社会主义经济学史,住谷悦治　著,上海昆仑书店,-1270281600000
,B_1929_000021,工资劳动与资本,马克斯,上海泰东图书局,-1283500800000
,B_1929_000026,新思潮月刊（创刊号）,新思潮社　编,新思潮社,-1267603200000
,B_1930_000001,马克思传及其学说,Max Beer　著,社会科学研究会,-1251273600000
,B_1930_000002,哲学之贫困,马克思　著,上海水沫书店,-1238745600000
,B_1930_000003,艺术论,蒲力汗诺夫　著,上海光华书局出版,-1246694400000
,B_1930_000004,文艺政策,藏原·外村　辑,水沐书店,-1262332800000
,B_1930_000005,国际运动发达史,高希圣　著,上海光华书局,-1259654400000
,B_1930_000007,马克思主义经济学基础理论,[日]河上肇　著,昆仑书店,-1262332800000
,B_1930_000008,社会进化史,王子云　译编,昆仑书店,-1238745600000
,B_1930_000009,社会思想,熊得山　编,上海南强书局,-1251964800000
,B_1930_000010,社会主义的必然（上）,塞姆柯甫士基　编,春秋书店,-1246694400000
,B_1930_000011,社会主义的必然（下）,塞姆柯甫士基　编,春秋书店,-1246694400000
,B_1930_000012,新教育大纲,李浩吾　编,上海书店,-1262332800000
,B_1930_000013,中国农村经济的崩溃,丁达　著,上海联合书店,-1251964800000
,B_1930_000014,社会主义的理论与实际（全一册）,,上海中华书局,-1241337600000
,B_1930_000022,马克斯的家族发展过程,柯诺　著,上海泰东图书局,-1249286400000
,B_1930_000023,马克思主义经济学方法论,科因　著,新生命书局,-1249286400000
,B_1930_000025,哲学与马克思主义,德波林　著,上海乐群书店,-1262332800000
,B_1930_000026,唯物史观（中）,布哈林　著,上海泰东图书局,-1262332800000
,B_1930_000027,无产阶级底哲学,张如心　著,上海光华书局,-1254556800000
,B_1930_000028,马克思主义底哲学问题,蒲列罕诺夫　著,上海乐群书店,-1259654400000
,B_1930_000030,学生底马克思,爱德华耶费宁　著,上海联合书店,-1254556800000
,B_1930_000037,马克斯的阶级斗争理论,[德]柯诺　著,泰东图书局,-1262332800000
,B_1930_000038,马克思主义根本问题,薄力哈诺夫　著,上海真美善书店出版社,-1254556800000
,B_1930_000039,马克思主义评论之评论,罗敦伟　著,上海大东书局,-1236067200000
,B_1930_000040,马克斯资本论浅释,恩麦提　著,上海北新书局,-1262332800000
,B_1930_000044,马克思十二讲,高畠素之　著,新生命书局,-1238745600000
,B_1930_000046,辩证的唯物论,萨可夫斯基　著,上海平凡书局,-1257235200000
,B_1930_000052,战斗的唯物论,朴列寒诺夫　著,神州国光社,-1249286400000
,B_1930_000054,资本论（第一卷）（第一分册）,马克思　著,昆仑书店,-1257235200000
,B_1930_000055,马克思　恩格斯关于唯物论的断片,马克思  恩格斯  合著,江南书店,-1254556800000
,B_1931_000001,政治经济学批判,马克思　著,神州国光社出版,-1230796800000
,B_1931_000002,反杜林论,恩格斯　著,上海江南书店,-1212480000000
,B_1931_000003,社会与哲学的研究,拉法尔格　著,新生命书局,-1228118400000
,B_1931_000006,社会主义的基础,[德]马克思　著,山城书店,-1230796800000
,B_1931_000007,红十二军参加三期战争的经过——列宁青年第五期,张扬　,军事学院图书资料馆,-1204531200000
,B_1931_000009,二月革命至十月革命,乌梁诺夫　著,,-1230796800000
,B_1932_000001,机械论的唯物论批判,恩格斯　著,昆仑书店,-1188806400000
,B_1932_000002,哲学之贫乏,马克思　著,北平东亚书局,-1183536000000
,B_1932_000003,资本论（第一卷）（第二分册）,马克思　著,北平东亚书局,-1180857600000
,B_1932_000004,列宁与甘地,孚勒普密勒　著,上海华通书局,-1183536000000
,B_1932_000005,辩证法的唯物论,伏尔佛逊　著,上海春秋书店,-1175587200000
,B_1932_000006,论反对派,斯大林　著,上海中华书店,-1172908800000
,B_1932_000010,马克思传（下册）,李季　著,上海神州国光社,-1170316800000
,B_1933_000001,俄国社会民主党与农民问题,苏联研究社　编,上海开华书局,-1167638400000
,B_1933_000002,中国古代社会,柯金　著,黎明书局,-1159862400000
,B_1933_000003,资本论（第一卷）（第三分册）,马克思　著,北平东亚书局,-1167638400000
,B_1933_000004,中国经济大纲,马札亚尔　著,新生命书局,-1164960000000
,B_1933_000006,马克思传（上册）,李季　著,神州国光社,-1159862400000
,B_1933_000007,马克思传（中册）,李季　著,神州国光社,-1144051200000
,B_1934_000001,资本论（第一卷）（第一分册）,马克思　著,商务印书馆,-1125734400000
,B_1934_000002,近代哲学史,杰波林　著,黎明书局,-1133424000000
,B_1934_000003,社会主义思想史,雷岱尔　著,黎明书局,-1112515200000
,B_1934_000007,独秀文存（卷一　论文）,陈独秀　著,上海亚东图书馆,-1131004800000
,B_1934_000008,孙中山与列宁,张克林　著,南京拔提书店,-1123056000000
,B_1935_000003,辩证法唯物论教程,西洛可夫　爱森堡　等合著,笔耕堂,-1091520000000
,B_1935_000004,资本论（第一卷）（第一分册）,马克思　著,昆仑书店,-1099468800000
,B_1936_000001,艺术作品之真实性,卡尔　著,质文社,-1046678400000
,B_1937_000001,列宁主义概论,斯大林　著,,-1012550400000
,B_1937_000002,马克思主义经济学基础理论,河上肇　著,昆仑书店,-1028361600000
,B_1937_000003,战斗唯物论讲话——新哲学世界观,陈唯实　著,上海杂志公司,-1041408000000
,B_1937_000006,论党工作之缺点和消灭托洛茨基两面份子及其他两面份子之办法,斯大林　,,-1036310400000
,B_1937_000007,马克思剩余价值学说之批判的研究,邵林书　著,浙江反省院,-1036310400000
,B_1937_000008,两个策略,列宁　著,,-1041408000000
,B_1937_000010,通俗资本论,马克思　原著,亚东图书馆,-1028361600000
,B_1938_000001,费尔巴哈论,恩格斯　著,上海生活书店,-1007193600000
,B_1938_000002,共产党宣言,马克思　恩格斯　著,,-991555200000
,B_1938_000003,法兰西内战,,解放社,-975657600000
,B_1938_000004,唯物论与经验批判论,列宁　著,言行出版社,-996825600000
,B_1938_000005,左派幼稚病与两个策略,列宁　著,中华出版社,-983606400000
,B_1938_000006,马克斯及其学说,列宁　著,,-1004774400000
,B_1938_000007,德国农民战争,恩格斯　著,生活书店,-994233600000
,B_1938_000008,费尔巴哈论,恩格斯　著,上海生活书店,-1007193600000
,B_1938_000009,国家与革命,列宁　著,,-986284800000
,B_1938_000010,马克思与恩格斯论中国,马克思　恩格斯　著,,-1009872000000
,B_1938_000011,德意志意识形态,马克思　恩格斯　著,言行出版社,-983606400000
,B_1938_000013,马克思之真谛,柯尔　著,商务印书馆,-994233600000
,B_1938_000014,斯大林及其事业,巴比塞　等著,,-999504000000
,B_1938_000015,列宁主义问题（下卷）,斯大林　著,中国出版社,-994233600000
,B_1938_000016,列宁的生平,杜德　著,新知书店,-1002096000000
,B_1938_000017,列宁的一生,,上海杂志公司,-1002096000000
,B_1938_000018,列宁主义问题（上卷）,斯大林　著,中国出版社,-994233600000
,B_1938_000019,什么是列宁主义？,文维城　编,解放社,-1009872000000
,B_1938_000020,论共产国际,列宁　著,火炬出版社,-1004774400000
,B_1938_000021,斯大林言论选集,[苏]斯大林　著,中国出版社,-999504000000
,B_1938_000022,论民族革命问题,马克思　列宁　斯大林　著,火炬出版社,-1002096000000
,B_1938_000023,马克思列宁主义的理论基础,阿多辣茨基　著,播种社,-1004774400000
,B_1938_000024,列宁选集（第七卷）,莫斯科马克思恩格斯列宁学院　编,中国出版社,-994233600000
,B_1938_000027,资本论（下）,卡尔·马克思　著,,-988876800000
,B_1938_000028,列宁,金则人  黄峯　编,,-1009872000000
,B_1938_000029,劳动价值说易解,马克思　著,亚东图书馆,-986284800000
,B_1938_000030,二月革命至十月革命,列宁　著,,-996825600000
,B_1938_000031,列宁主义研究,项英　编译,斗争出版社,-1007193600000
,B_1938_000032,列宁主义初步,雅洛曼绥夫　著,解放社,-1007193600000
,B_1938_000033,和列宁相处的日子,高尔基　著,生活书店,-996825600000
,B_1938_000034,列宁选集（第七卷）,列宁　著,解放社,-1009872000000
,B_1939_000001,反杜林论,恩格斯　著,生活书店,-967968000000
,B_1939_000002,帝国主义——资本主义的最高阶段,列宁　著,生活书店,-952070400000
,B_1939_000004,德国的革命与反革命,恩格斯　著,生活书店,-978336000000
,B_1939_000005,马克思主义的基础,马克思　恩格斯　著,上海健全社,-973238400000
,B_1939_000007,什么是列宁主义（第二分册）,凯豐　编译,中国出版社,-970560000000
,B_1939_000009,斯大林在联共党（布）第十八次大会上关于苏联共产党（布）中央委员会工作的总报告,斯大林　,新华日报馆,-973238400000
,B_1939_000010,论社会批评的意义及方法,马克思　著,亚东图书馆,-978336000000
,B_1939_000011,新哲学——唯物论,[苏]哥列夫　著,霞社,-970560000000
,B_1939_000013,列宁选集（第八卷）,,解放社,-978336000000
,B_1939_000014,关于列宁主义问题,斯大林　著,外国文书籍出版局,-978336000000
,B_1939_000015,马克斯与恩格斯,里亚札诺甫　著,言行出版社,-965289600000
,B_1939_000016,论犹太人问题,马克思　著,亚东图书馆,-978336000000
,B_1939_000017,苏联共产党（波尔什维克）历史,苏联共产党（波）中央委员会所设专门委员会　主编,外国文书籍出版局,-978336000000
,B_1939_000018,资本论通信集,马克思　恩格斯　著,上海读书生活出版社,-970560000000
,B_1939_000019,列宁选集（第三卷）,列宁　著,解放社,-965289600000
,B_1939_000020,列宁选集（第十卷）,列宁　著,解放社,-962697600000
,B_1939_000021,列宁选集（第八卷）,列宁　著,解放社,-965289600000
,B_1939_000022,列宁选集（第十三卷）,列宁　著,解放社,-962697600000
,B_1940_000002,恩格斯论“资本论”,恩格斯　著,读书出版社,-941616000000
,B_1940_000005,社会主义与战争,[苏]列宁　著,读书生活出版社,-944121600000
,B_1940_000007,俄国社会民主工党伦敦代表大会,斯大林　著,外国文书籍出版局,-946800000000
,B_1940_000008,精神分析学与马克思主义,[英]奥兹本　著,读书出版社,-933667200000
,B_1940_000009,列宁是我们的太阳,[苏]玛耶可夫斯基　等著,海燕书店,-936345600000
,B_1940_000011,巴黎公社,马克思　著,海潮社,-920448000000
,B_1941_000001,列宁战争论,列宁　著,读书出版社,-912499200000
